# docId	iri	latestSearchDate	lastUpdated	lastAuthor	context	contextIri	release	gene	geneOmim	disease	omim	mondo	consensusAssertion	status-assertion	status-overall	status-stg1
AC129	/AC129	Wed Dec 20 00:00:00 UTC 2017	Thu, 16 Apr 2020 16:37:24 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC129	2.1.1	PMP22	601097	Charcot - Marie - Tooth Disease, Type 1	118220	0019011	Assertion Pending	Incomplete	Released	Complete
AC129	/AC129	Wed Dec 20 00:00:00 UTC 2017	Thu, 16 Apr 2020 16:37:24 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC129	2.1.1	PMP22	601097	Charcot - Marie - Tooth Disease, Type 1	118300	0019011	Assertion Pending	Incomplete	Released	Complete
AC024	/AC024	Tue Mar 10 00:00:00 UTC 2015	Thu, 04 Apr 2019 16:27:43 -0000	Administrator Account Genboree	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC024	2.0.0	SDHC	602413	Hereditary Paragangliomas-Pheochromocytoma Syndrome (Paragangliomas III)	605373		Assertion Pending	Incomplete	Retracted	Complete
AC154	/AC154	Fri Aug 03 00:00:00 UTC 2018	Mon, 15 Nov 2021 23:11:58 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC154	1.2.2	GREM1	603054	Hereditary mixed polyposis syndrome 1	601228	0042486	Limited Actionability	Complete	Released	Complete
AC101	/AC101	Mon May 23 00:00:00 UTC 2016	Tue, 28 Apr 2020 22:46:53 -0000	Gilmore Mari	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC101	1.2.1	MEFV	608107	Familial Mediterranean Fever (AR)	249100	0009572	Assertion Pending	Incomplete	Released	Complete
AC147	/AC147	Wed Oct 18 00:00:00 UTC 2017	Tue, 12 May 2020 18:49:02 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC147	1.3.2	SLC2A10	606145	Arterial tortuosity syndrome	208050	0008818	Assertion Pending	Incomplete	Released	Complete
AC075	/AC075	Wed Aug 26 00:00:00 UTC 2015	Mon, 27 Apr 2020 21:30:41 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC075	1.2.1	HNF1A	142410	Maturity Onset Diabetes of the Young Type III	600496	0010894	Assertion Pending	Incomplete	Released	Complete
AC114	/AC114	Tue Apr 05 00:00:00 UTC 2016	Tue, 28 Apr 2020 23:28:20 -0000	Gilmore Mari	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC114	1.2.1	HFE	613609	Hemochromatosis, Type 1	235200	0021001	Assertion Pending	Incomplete	Released	Complete
AC131	/AC131	Wed Aug 28 00:00:00 UTC 2019	Thu, 16 Sep 2021 21:04:14 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC131	2.0.3	KCNH2	152427	Long QT Syndrome, types 1, 2, and 3	613688	0013367	Strong Actionability	Complete	Released	Complete
AC131	/AC131	Wed Aug 28 00:00:00 UTC 2019	Thu, 16 Sep 2021 21:04:14 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC131	2.0.3	KCNQ1	607542	Long QT Syndrome, types 1, 2, and 3	192500	0100316	Strong Actionability	Complete	Released	Complete
AC131	/AC131	Wed Aug 28 00:00:00 UTC 2019	Thu, 16 Sep 2021 21:04:14 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC131	2.0.3	SCN5A	600163	Long QT Syndrome, types 1, 2, and 3	603830	0011377	Strong Actionability	Complete	Released	Complete
AC1008	/AC1008	Mon Oct 28 00:00:00 UTC 2019	Mon, 29 Mar 2021 22:02:25 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1008	1.1.1	BRCA2	600185	Fanconi Anemia	605724	0009215	Moderate Actionability	Complete	Released	Complete
AC1008	/AC1008	Mon Oct 28 00:00:00 UTC 2019	Mon, 29 Mar 2021 22:02:25 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1008	1.1.1	BRIP1	605882	Fanconi Anemia	609054	0013565	Moderate Actionability	Complete	Released	Complete
AC1008	/AC1008	Mon Oct 28 00:00:00 UTC 2019	Mon, 29 Mar 2021 22:02:25 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1008	1.1.1	FANCA	607139	Fanconi Anemia	227650	0011584	Moderate Actionability	Complete	Released	Complete
AC1008	/AC1008	Mon Oct 28 00:00:00 UTC 2019	Mon, 29 Mar 2021 22:02:25 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1008	1.1.1	FANCC	613899	Fanconi Anemia	613899	0009213	Moderate Actionability	Complete	Released	Complete
AC1008	/AC1008	Mon Oct 28 00:00:00 UTC 2019	Mon, 29 Mar 2021 22:02:25 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1008	1.1.1	FANCG	602956	Fanconi Anemia	614082	0009213	Moderate Actionability	Complete	Released	Complete
AC1008	/AC1008	Mon Oct 28 00:00:00 UTC 2019	Mon, 29 Mar 2021 22:02:25 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1008	1.1.1	PALB2	610355	Fanconi Anemia	610832	0012565	Moderate Actionability	Complete	Released	Complete
AC098	/AC098	Mon Apr 04 00:00:00 UTC 2016	Wed, 29 Apr 2020 17:55:39 -0000	Mittendorf Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC098	1.2.2	BTD	609019	Biotinidase Deficiency	253260	0009665	Assertion Pending	Incomplete	Released	Complete
AC1026	/AC1026	Tue Jun 01 00:00:00 UTC 2021	Fri, 13 Aug 2021 17:00:31 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1026	1.0.1	PPP1CB	600590	Noonan syndrome-like with loose anagen hair	617506	0011899	N/A - Insufficient evidence: early rule-out	Incomplete	Released	Failed
AC1026	/AC1026	Tue Jun 01 00:00:00 UTC 2021	Fri, 13 Aug 2021 17:00:31 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1026	1.0.1	SHOC2	602775	Noonan syndrome-like with loose anagen hair	607721	0011899	N/A - Insufficient evidence: early rule-out	Incomplete	Released	Failed
AC068	/AC068	Fri Mar 26 00:00:00 UTC 2021	Mon, 19 Jul 2021 20:45:02 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC068	3.0.0	TP53	191170	Li-Fraumeni Syndrome	151623	0007903	Strong Actionability	Complete	Released	Complete
AC027	/AC027	Fri Feb 28 00:00:00 UTC 2014	Wed, 23 Dec 2020 18:05:31 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC027	1.2.1	VHL	608537	Von Hippel-Lindau Syndrome	193300	0008667	Assertion Pending	Complete	Released	Complete
AC067	/AC067	Fri Mar 01 00:00:00 UTC 2019	Tue, 24 Aug 2021 18:08:28 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC067	3.0.4	SMAD3	603109	Loeys-Dietz Syndrome	613795	0018954	Strong Actionability	Complete	Released	Complete
AC067	/AC067	Fri Mar 01 00:00:00 UTC 2019	Tue, 24 Aug 2021 18:08:28 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC067	3.0.4	TGFB2	190220	Loeys-Dietz Syndrome	614816	0018954	Strong Actionability	Complete	Released	Complete
AC067	/AC067	Fri Mar 01 00:00:00 UTC 2019	Tue, 24 Aug 2021 18:08:28 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC067	3.0.4	TGFB3	190230	Loeys-Dietz Syndrome	615582	0018954	Strong Actionability	Complete	Released	Complete
AC067	/AC067	Fri Mar 01 00:00:00 UTC 2019	Tue, 24 Aug 2021 18:08:28 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC067	3.0.4	TGFBR1	190181	Loeys-Dietz Syndrome	609192	0018954	Strong Actionability	Complete	Released	Complete
AC067	/AC067	Fri Mar 01 00:00:00 UTC 2019	Tue, 24 Aug 2021 18:08:28 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC067	3.0.4	TGFBR2	190182	Loeys-Dietz Syndrome	610168	0018954	Strong Actionability	Complete	Released	Complete
AC132	/AC132	Wed Sep 02 00:00:00 UTC 2020	Tue, 30 Mar 2021 00:39:43 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC132	2.0.0	COL3A1	120180	Vascular Ehlers-Danlos Syndrome	130050	0017314	Moderate Actionability	Complete	Released	Complete
AC137	/AC137	Mon Jun 12 00:00:00 UTC 2017	Fri, 01 May 2020 03:09:12 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC137	1.1.1	PROS1	176880	Thrombophilia due to protein S deficiency	612336	0019144	Assertion Pending	Incomplete	Released	Complete
AC157	/AC157	Mon Dec 10 00:00:00 UTC 2018	Mon, 18 Oct 2021 21:39:19 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC157	1.2.3	CP	117700	Aceruloplasminemia	604290	0011426	Moderate Actionability	Complete	Released	Complete
AC042	/AC042	Thu Mar 11 00:00:00 UTC 2021	Mon, 20 Sep 2021 22:21:55 -0000	Gilmore Mari	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC042	2.0.0	CALM1	114180	Catecholaminergic Polymorphic Ventricular Tachycardia	614916	0013966	Moderate Actionability	Complete	Released	Complete
AC042	/AC042	Thu Mar 11 00:00:00 UTC 2021	Mon, 20 Sep 2021 22:21:55 -0000	Gilmore Mari	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC042	2.0.0	CALM2	114182	Catecholaminergic Polymorphic Ventricular Tachycardia	616249	0017990	Moderate Actionability	Complete	Released	Complete
AC042	/AC042	Thu Mar 11 00:00:00 UTC 2021	Mon, 20 Sep 2021 22:21:55 -0000	Gilmore Mari	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC042	2.0.0	CALM3	114183	Catecholaminergic Polymorphic Ventricular Tachycardia	618782	0032915	Moderate Actionability	Complete	Released	Complete
AC042	/AC042	Thu Mar 11 00:00:00 UTC 2021	Mon, 20 Sep 2021 22:21:55 -0000	Gilmore Mari	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC042	2.0.0	CASQ2	114251	Catecholaminergic Polymorphic Ventricular Tachycardia	611938	0012762	Strong Actionability	Complete	Released	Complete
AC042	/AC042	Thu Mar 11 00:00:00 UTC 2021	Mon, 20 Sep 2021 22:21:55 -0000	Gilmore Mari	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC042	2.0.0	RYR2	604772	Catecholaminergic Polymorphic Ventricular Tachycardia	604772	0011484	Strong Actionability	Complete	Released	Complete
AC042	/AC042	Thu Mar 11 00:00:00 UTC 2021	Mon, 20 Sep 2021 22:21:55 -0000	Gilmore Mari	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC042	2.0.0	TECRL	617242	Catecholaminergic Polymorphic Ventricular Tachycardia	614021	0013529	Strong Actionability	Complete	Released	Complete
AC042	/AC042	Thu Mar 11 00:00:00 UTC 2021	Mon, 20 Sep 2021 22:21:55 -0000	Gilmore Mari	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC042	2.0.0	TRDN	603283	Catecholaminergic Polymorphic Ventricular Tachycardia	615441	0014191	Strong Actionability	Complete	Released	Complete
AC1027	/AC1027	Mon Jun 21 00:00:00 UTC 2021	Tue, 21 Sep 2021 16:52:45 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1027	1.0.1	GBA	606463	Early-Onset and Late-Onset Adult Monogenic Parkinson Disease	168600		N/A - Insufficient evidence: early rule-out	Incomplete	Released	Failed
AC1027	/AC1027	Mon Jun 21 00:00:00 UTC 2021	Tue, 21 Sep 2021 16:52:45 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1027	1.0.1	LRRK2	609007	Early-Onset and Late-Onset Adult Monogenic Parkinson Disease	607060	0011764	N/A - Insufficient evidence: early rule-out	Incomplete	Released	Failed
AC1027	/AC1027	Mon Jun 21 00:00:00 UTC 2021	Tue, 21 Sep 2021 16:52:45 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1027	1.0.1	PARK2	602544	Early-Onset and Late-Onset Adult Monogenic Parkinson Disease	600116	0010820	N/A - Insufficient evidence: early rule-out	Incomplete	Released	Failed
AC1027	/AC1027	Mon Jun 21 00:00:00 UTC 2021	Tue, 21 Sep 2021 16:52:45 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1027	1.0.1	PARK7	602533	Early-Onset and Late-Onset Adult Monogenic Parkinson Disease	606324	0011658	N/A - Insufficient evidence: early rule-out	Incomplete	Released	Failed
AC1027	/AC1027	Mon Jun 21 00:00:00 UTC 2021	Tue, 21 Sep 2021 16:52:45 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1027	1.0.1	PINK1	608309	Early-Onset and Late-Onset Adult Monogenic Parkinson Disease	605909	0011613	N/A - Insufficient evidence: early rule-out	Incomplete	Released	Failed
AC1027	/AC1027	Mon Jun 21 00:00:00 UTC 2021	Tue, 21 Sep 2021 16:52:45 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1027	1.0.1	SNCA	163890	Early-Onset and Late-Onset Adult Monogenic Parkinson Disease	168601	0008200	N/A - Insufficient evidence: early rule-out	Incomplete	Released	Failed
AC1027	/AC1027	Mon Jun 21 00:00:00 UTC 2021	Tue, 21 Sep 2021 16:52:45 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1027	1.0.1	VPS13C	608879	Early-Onset and Late-Onset Adult Monogenic Parkinson Disease	616840	0014796	N/A - Insufficient evidence: early rule-out	Incomplete	Released	Failed
AC1027	/AC1027	Mon Jun 21 00:00:00 UTC 2021	Tue, 21 Sep 2021 16:52:45 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1027	1.0.1	VPS35	601501	Early-Onset and Late-Onset Adult Monogenic Parkinson Disease	614203	0013625	N/A - Insufficient evidence: early rule-out	Incomplete	Released	Failed
AC044	/AC044	Wed Jul 13 00:00:00 UTC 2016	Thu, 16 Apr 2020 16:43:35 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC044	1.1.1	F8	300841	Hemophilia A and B	306700	0010602	Assertion Pending	Incomplete	Released	Complete
AC044	/AC044	Wed Jul 13 00:00:00 UTC 2016	Thu, 16 Apr 2020 16:43:35 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC044	1.1.1	F9	300746	Hemophilia A and B	306900	0010604	Assertion Pending	Incomplete	Released	Complete
AC022	/AC022	Tue Mar 10 00:00:00 UTC 2015	Thu, 04 Apr 2019 16:27:31 -0000	Administrator Account Genboree	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC022	2.0.0	SDHD	602690	Hereditary Paragangliomas-Pheochromocytoma Syndrome (Paragangliomas I)	168000		Assertion Pending	Incomplete	Retracted	Complete
AC065	/AC065	Tue May 08 00:00:00 UTC 2018	Mon, 07 Jun 2021 21:39:07 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC065	3.0.1	APOB	107730	Homozygous Familial Hypercholesterolemia	144010	0007751	Strong Actionability	Complete	Released	Complete
AC065	/AC065	Tue May 08 00:00:00 UTC 2018	Mon, 07 Jun 2021 21:39:07 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC065	3.0.1	LDLR	606945	Homozygous Familial Hypercholesterolemia	143890	0007750	Strong Actionability	Complete	Released	Complete
AC065	/AC065	Tue May 08 00:00:00 UTC 2018	Mon, 07 Jun 2021 21:39:07 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC065	3.0.1	PCSK9	607786	Homozygous Familial Hypercholesterolemia	603776	0011369	Strong Actionability	Complete	Released	Complete
AC142	/AC142	Tue Sep 19 00:00:00 UTC 2017	Wed, 19 Aug 2020 19:12:56 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC142	1.2.1	GCDH	608801	Glutaric Acidemia I	231670	0009281	Assertion Pending	Incomplete	Released	Complete
AC1023	/AC1023	Tue Mar 02 00:00:00 UTC 2021	Mon, 07 Jun 2021 20:21:10 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1023	1.0.0	PTPN11	176876	Noonan Syndrome with Multiple Lentigines	176876	0007893	Limited Actionability	Complete	Released	Complete
AC021	/AC021	Wed Mar 31 00:00:00 UTC 2021	Wed, 05 May 2021 23:51:18 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC021	2.0.2	NF2	607379	Neurofibromatosis Type II	101000	0007039	Strong Actionability	Complete	Released	Complete
AC122	/AC122	Tue May 13 00:00:00 UTC 2014	Mon, 24 May 2021 20:16:15 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC122	2.0.4	MCEE	608419	Methylmalonic Acidemia	251120	0009615	N/A - Insufficient evidence: early rule-out	Incomplete	Released	Failed
AC122	/AC122	Tue May 13 00:00:00 UTC 2014	Mon, 24 May 2021 20:16:15 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC122	2.0.4	MMAA	607481	Methylmalonic Acidemia	251100	0009613	N/A - Insufficient evidence: early rule-out	Incomplete	Released	Failed
AC122	/AC122	Tue May 13 00:00:00 UTC 2014	Mon, 24 May 2021 20:16:15 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC122	2.0.4	MMAB	607568	Methylmalonic Acidemia	251110	0009614	N/A - Insufficient evidence: early rule-out	Incomplete	Released	Failed
AC122	/AC122	Tue May 13 00:00:00 UTC 2014	Mon, 24 May 2021 20:16:15 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC122	2.0.4	MMADHC	611935	Methylmalonic Acidemia	277410	0010185	N/A - Insufficient evidence: early rule-out	Incomplete	Released	Failed
AC122	/AC122	Tue May 13 00:00:00 UTC 2014	Mon, 24 May 2021 20:16:15 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC122	2.0.4	MUT	609058	Methylmalonic Acidemia	251000	0009612	N/A - Insufficient evidence: early rule-out	Incomplete	Released	Failed
AC104	/AC104	Mon Apr 04 00:00:00 UTC 2016	Tue, 19 Jan 2021 00:54:03 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC104	1.1.2	GBA	606463	Gaucher Disease	230800	0009265	Assertion Pending	Complete	Released	Complete
AC104	/AC104	Mon Apr 04 00:00:00 UTC 2016	Tue, 19 Jan 2021 00:54:03 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC104	1.1.2	GBA	606463	Gaucher Disease	230900	0009266	Assertion Pending	Complete	Released	Complete
AC104	/AC104	Mon Apr 04 00:00:00 UTC 2016	Tue, 19 Jan 2021 00:54:03 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC104	1.1.2	GBA	606463	Gaucher Disease	231000	0009267	Assertion Pending	Complete	Released	Complete
AC104	/AC104	Mon Apr 04 00:00:00 UTC 2016	Tue, 19 Jan 2021 00:54:03 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC104	1.1.2	GBA	606463	Gaucher Disease	231005	0009268	Assertion Pending	Complete	Released	Complete
AC104	/AC104	Mon Apr 04 00:00:00 UTC 2016	Tue, 19 Jan 2021 00:54:03 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC104	1.1.2	GBA	606463	Gaucher Disease	608013	0011945	Assertion Pending	Complete	Released	Complete
AC070	/AC070	Wed Jan 31 00:00:00 UTC 2018	Sat, 02 May 2020 03:42:44 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC070	2.2.1	MUTYH	604933	MUTYH-Associated Polyposis	608456	0012041	Assertion Pending	Incomplete	Released	Complete
AC106	/AC106	Mon Nov 02 00:00:00 UTC 2015	Tue, 28 Apr 2020 23:22:08 -0000	Gilmore Mari	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC106	1.4.1	F5	612309	Factor V Leiden, Heterozygous	188055	0008560	Assertion Pending	Incomplete	Released	Complete
AC155	/AC155	Thu Sep 06 00:00:00 UTC 2018	Mon, 18 Oct 2021 21:39:49 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC155	1.1.2	BAG3	603883	Myofibrillar Myopathy	612954	0013061	N/A - Insufficient evidence: expert review	Complete	Released	Complete
AC155	/AC155	Thu Sep 06 00:00:00 UTC 2018	Mon, 18 Oct 2021 21:39:49 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC155	1.1.2	DES	125660	Myofibrillar Myopathy	601419	0011076	Moderate Actionability	Complete	Released	Complete
AC155	/AC155	Thu Sep 06 00:00:00 UTC 2018	Mon, 18 Oct 2021 21:39:49 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC155	1.1.2	FLNC	102565	Myofibrillar Myopathy	609524	0012289	Moderate Actionability	Complete	Released	Complete
AC117	/AC117	Wed Nov 16 00:00:00 UTC 2016	Wed, 19 Aug 2020 19:01:31 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC117	1.2.1	ABCD1	300371	Adrenoleukodystrophy	300100	0018544	Assertion Pending	Incomplete	Released	Incomplete
AC139	/AC139	Thu Jul 06 00:00:00 UTC 2017	Wed, 22 Apr 2020 19:50:33 -0000	Mittendorf Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC139	1.2.1	BAP1	603089	Tumor Predisposition Syndrome	614327	0013692	Assertion Pending	Incomplete	Released	Complete
AC093	/AC093	Mon Mar 21 00:00:00 UTC 2016	Sat, 02 May 2020 03:27:05 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC093	1.2.1	SERPINA1	107400	Alpha-1 Antitrypsin Deficiency	613490	0013282	Assertion Pending	Incomplete	Released	Complete
AC152	/AC152	Thu Jul 05 00:00:00 UTC 2018	Mon, 15 Nov 2021 23:14:19 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC152	1.1.3	POLD1	174761	POLE and POLD1 associated susceptibility to CRC	612591	0012953	Strong Actionability	Complete	Released	Complete
AC152	/AC152	Thu Jul 05 00:00:00 UTC 2018	Mon, 15 Nov 2021 23:14:19 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC152	1.1.3	POLE	174762	POLE and POLD1 associated susceptibility to CRC	615083	0014038	Strong Actionability	Complete	Released	Complete
AC080	/AC080	Wed Mar 06 00:00:00 UTC 2019	Mon, 18 Oct 2021 21:39:07 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC080	2.0.2	RET	164761	Multiple Endocrine Neoplasia IIA, Familial Medullary Thyroid Cancer	155240	0007958	Strong Actionability	Complete	Released	Complete
AC080	/AC080	Wed Mar 06 00:00:00 UTC 2019	Mon, 18 Oct 2021 21:39:07 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC080	2.0.2	RET	164761	Multiple Endocrine Neoplasia IIA, Familial Medullary Thyroid Cancer	171400	0008234	Strong Actionability	Complete	Released	Complete
