# docId	topicIri	latestSearchDate	lastUpdated	lastAuthor	context	contextIri	release	releaseDate	gene	geneOmim	disease	omim	status-overall	status-stg1	status-stg2	status-scoring	outcome	outcomeScoringGroup	intervention	interventionScoringGroup	severity	likelihood	natureOfIntervention	effectiveness	overall
AC081	/AC081	Wed Mar 06 00:00:00 UTC 2019	Mon, 13 Sep 2021 19:51:42 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC081	1.1.3	Mon, 13 Sep 2021 00:00:00 -0000	RET	164761	Multiple Endocrine Neoplasia Type IIB	162300	Released	Complete	Complete	Complete	Medullary thyroid carcinoma	GroupA	Prophylactic thyroidectomy	GroupA	2	3C	1	3B	9CB
AC081	/AC081	Wed Mar 06 00:00:00 UTC 2019	Mon, 13 Sep 2021 19:51:42 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC081	1.1.3	Mon, 13 Sep 2021 00:00:00 -0000	RET	164761	Multiple Endocrine Neoplasia Type IIB	162300	Released	Complete	Complete	Complete	Pheochromocytoma	GroupA	Biochemical Surveillance	GroupA	2	3C	3	3D	11CD
AC133	/AC133	Wed Sep 15 22:13:45 UTC 2021	Wed, 15 Sep 2021 22:16:49 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC133	1.0.1	Wed, 15 Sep 2021 00:00:00 -0000	BRCA1	113705	Hereditary Breast and Ovarian Cancer	(No paired disease(s) for gene)	Released	Failed	Incomplete	Incomplete		N/A		N/A					
AC133	/AC133	Wed Sep 15 22:13:45 UTC 2021	Wed, 15 Sep 2021 22:16:49 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC133	1.0.1	Wed, 15 Sep 2021 00:00:00 -0000	BRCA2	600185	Hereditary Breast and Ovarian Cancer	(No paired disease(s) for gene)	Released	Failed	Incomplete	Incomplete		N/A		N/A					
AC1016	/AC1016	Mon Aug 03 00:00:00 UTC 2020	Tue, 22 Dec 2020 19:49:44 -0000	Hunter Jessica	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1016	1.0.0	Tue, 22 Dec 2020 00:00:00 -0000	ACADM	607008	Medium-chain acyl coenzyme A dehydrogenase deficiency	201450	Released	Complete	Complete	Complete	Morbidity associated with metabolic decompensation	GroupA	Metabolic management (dietary management and illness protocols)	GroupA	2	3N	3	3B	11NB
AC1016	/AC1016	Mon Aug 03 00:00:00 UTC 2020	Tue, 22 Dec 2020 19:49:44 -0000	Hunter Jessica	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1016	1.0.0	Tue, 22 Dec 2020 00:00:00 -0000	ACADM	607008	Medium-chain acyl coenzyme A dehydrogenase deficiency	201450	Released	Complete	Complete	Complete	Morbidity associated with metabolic decompensation	GroupA	Carnitine therapy when carnitine levels are insufficient	GroupA	2	3N	3	0D	8ND
AC1016	/AC1016	Mon Aug 03 00:00:00 UTC 2020	Tue, 22 Dec 2020 19:49:44 -0000	Hunter Jessica	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1016	1.0.0	Tue, 22 Dec 2020 00:00:00 -0000	ACADM	607008	Medium-chain acyl coenzyme A dehydrogenase deficiency	201450	Released	Complete	Complete	Complete	Mortality associated with metabolic decompensation	GroupA	Metabolic management (dietary management and illness protocols)	GroupA	3	2C	3	3B	11CB
AC1016	/AC1016	Mon Aug 03 00:00:00 UTC 2020	Tue, 22 Dec 2020 19:49:44 -0000	Hunter Jessica	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1016	1.0.0	Tue, 22 Dec 2020 00:00:00 -0000	ACADM	607008	Medium-chain acyl coenzyme A dehydrogenase deficiency	201450	Released	Complete	Complete	Complete	Mortality associated with metabolic decompensation	GroupA	Carnitine therapy when carnitine levels are insufficient	GroupA	3	2C	3	0D	8CD
AC077	/AC077	Tue Jan 15 00:00:00 UTC 2019	Wed, 01 Sep 2021 22:03:05 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC077	1.1.4	Wed, 01 Sep 2021 00:00:00 -0000	MEN1	613733	Multiple Endocrine Neoplasia Type I	131100	Released	Complete	Complete	Complete	Morbidity from parathyroid adenoma	GroupA	Biochemical surveillance to guide parathyroidectomy decision	GroupA	1	3C	3	3B	10CB
AC077	/AC077	Tue Jan 15 00:00:00 UTC 2019	Wed, 01 Sep 2021 22:03:05 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC077	1.1.4	Wed, 01 Sep 2021 00:00:00 -0000	MEN1	613733	Multiple Endocrine Neoplasia Type I	131100	Released	Complete	Complete	Complete	Morbidity from other MEN1-related tumors (gastrinoma excluded)	GroupA	Biochemical surveillance	GroupA	2	2C	3	2B	9CB
AC077	/AC077	Tue Jan 15 00:00:00 UTC 2019	Wed, 01 Sep 2021 22:03:05 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC077	1.1.4	Wed, 01 Sep 2021 00:00:00 -0000	MEN1	613733	Multiple Endocrine Neoplasia Type I	131100	Released	Complete	Complete	Complete	Morbidity from other MEN1-related tumors (gastrinoma excluded)	GroupA	Imaging surveillance	GroupA	2	2C	2	2B	8CB
AC069	/AC069	Wed Sep 15 22:19:57 UTC 2021	Wed, 15 Sep 2021 22:31:41 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC069	1.0.0	Wed, 15 Sep 2021 00:00:00 -0000	EPCAM	185535	Lynch Syndrome	(No paired disease(s) for gene)	Released	Failed	Incomplete	Incomplete		N/A		N/A					
AC069	/AC069	Wed Sep 15 22:19:57 UTC 2021	Wed, 15 Sep 2021 22:31:41 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC069	1.0.0	Wed, 15 Sep 2021 00:00:00 -0000	MLH1	120436	Lynch Syndrome	(No paired disease(s) for gene)	Released	Failed	Incomplete	Incomplete		N/A		N/A					
AC069	/AC069	Wed Sep 15 22:19:57 UTC 2021	Wed, 15 Sep 2021 22:31:41 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC069	1.0.0	Wed, 15 Sep 2021 00:00:00 -0000	MSH2	609309	Lynch Syndrome	(No paired disease(s) for gene)	Released	Failed	Incomplete	Incomplete		N/A		N/A					
AC069	/AC069	Wed Sep 15 22:19:57 UTC 2021	Wed, 15 Sep 2021 22:31:41 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC069	1.0.0	Wed, 15 Sep 2021 00:00:00 -0000	MSH6	600678	Lynch Syndrome	(No paired disease(s) for gene)	Released	Failed	Incomplete	Incomplete		N/A		N/A					
AC069	/AC069	Wed Sep 15 22:19:57 UTC 2021	Wed, 15 Sep 2021 22:31:41 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC069	1.0.0	Wed, 15 Sep 2021 00:00:00 -0000	PMS2	600259	Lynch Syndrome	(No paired disease(s) for gene)	Released	Failed	Incomplete	Incomplete		N/A		N/A					
AC003	/AC003	Thu May 17 00:00:00 UTC 2018	Wed, 15 Sep 2021 23:30:09 -0000	Jenkins Charisma	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC003	1.2.2	Wed, 15 Sep 2021 00:00:00 -0000	WT1	607102	Wilms tumor	194070	Released	Complete	Complete	Complete	Morbidity and mortality from WT	GroupA	Surveillance via abdominal ultrasound	GroupA	2	3N	2	0N	7NN
AC002	/AC002	Wed May 29 00:00:00 UTC 2019	Thu, 12 Aug 2021 23:27:02 -0000	Jenkins Charisma	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC002	1.1.3	Thu, 12 Aug 2021 00:00:00 -0000	DICER1	606241	DICER1-Related Disorders	138800	Released	Complete	Complete	Complete	Morbidity and mortality from  pleuropulmonary blastoma	GroupA	Chest imaging	GroupA	2	2N	2	2B	8NB
AC002	/AC002	Wed May 29 00:00:00 UTC 2019	Thu, 12 Aug 2021 23:27:02 -0000	Jenkins Charisma	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC002	1.1.3	Thu, 12 Aug 2021 00:00:00 -0000	DICER1	606241	DICER1-Related Disorders	180295	Released	Complete	Complete	Complete	Morbidity and mortality from  pleuropulmonary blastoma	GroupA	Chest imaging	GroupA	2	2N	2	2B	8NB
AC002	/AC002	Wed May 29 00:00:00 UTC 2019	Thu, 12 Aug 2021 23:27:02 -0000	Jenkins Charisma	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC002	1.1.3	Thu, 12 Aug 2021 00:00:00 -0000	DICER1	606241	DICER1-Related Disorders	601200	Released	Complete	Complete	Complete	Morbidity and mortality from  pleuropulmonary blastoma	GroupA	Chest imaging	GroupA	2	2N	2	2B	8NB
AC002	/AC002	Wed May 29 00:00:00 UTC 2019	Thu, 12 Aug 2021 23:27:02 -0000	Jenkins Charisma	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC002	1.1.3	Thu, 12 Aug 2021 00:00:00 -0000	DICER1	606241	DICER1-Related Disorders	138800	Released	Complete	Complete	Complete	Morbidity and mortality from thyroid carcinoma and other DICER-related cancers	GroupA	Surveillance	GroupA	2	2C	2	2D	8CD
AC002	/AC002	Wed May 29 00:00:00 UTC 2019	Thu, 12 Aug 2021 23:27:02 -0000	Jenkins Charisma	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC002	1.1.3	Thu, 12 Aug 2021 00:00:00 -0000	DICER1	606241	DICER1-Related Disorders	180295	Released	Complete	Complete	Complete	Morbidity and mortality from thyroid carcinoma and other DICER-related cancers	GroupA	Surveillance	GroupA	2	2C	2	2D	8CD
AC002	/AC002	Wed May 29 00:00:00 UTC 2019	Thu, 12 Aug 2021 23:27:02 -0000	Jenkins Charisma	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC002	1.1.3	Thu, 12 Aug 2021 00:00:00 -0000	DICER1	606241	DICER1-Related Disorders	601200	Released	Complete	Complete	Complete	Morbidity and mortality from thyroid carcinoma and other DICER-related cancers	GroupA	Surveillance	GroupA	2	2C	2	2D	8CD
AC057	/AC057	Mon Aug 03 00:00:00 UTC 2020	Tue, 04 May 2021 22:22:03 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC057	1.0.1	Tue, 04 May 2021 00:00:00 -0000	LDLR	606945	Heterozygous Familial Hypercholesterolemia	143890	Released	Complete	Complete	Complete	Clinical cardiovascular events	GroupA	Lipid lowering therapy to FH appropriate LDL-C goal	GroupA	2	3C	3	2A	10CA
AC057	/AC057	Mon Aug 03 00:00:00 UTC 2020	Tue, 04 May 2021 22:22:03 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC057	1.0.1	Tue, 04 May 2021 00:00:00 -0000	APOB	107730	Heterozygous Familial Hypercholesterolemia	144010	Released	Complete	Complete	Complete	Clinical cardiovascular events	GroupA	Lipid lowering therapy to FH appropriate LDL-C goal	GroupA	2	3C	3	2A	10CA
AC057	/AC057	Mon Aug 03 00:00:00 UTC 2020	Tue, 04 May 2021 22:22:03 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC057	1.0.1	Tue, 04 May 2021 00:00:00 -0000	PCSK9	607786	Heterozygous Familial Hypercholesterolemia	603776	Released	Complete	Complete	Complete	Clinical cardiovascular events	GroupA	Lipid lowering therapy to FH appropriate LDL-C goal	GroupA	2	3C	3	2A	10CA
AC1014	/AC1014	Mon Jun 29 00:00:00 UTC 2020	Wed, 05 May 2021 23:46:21 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1014	1.0.2	Wed, 05 May 2021 00:00:00 -0000	OAT	613349	Gyrate Atrophy	258870	Released	Complete	Complete	Complete	Visual impairment	GroupA	Dietary management including arginine restriction and vitamin/amino acid supplementation	GroupA	2	3C	3	2C	10CC
AC005	/AC005	Mon Jul 09 00:00:00 UTC 2018	Wed, 20 Oct 2021 21:28:46 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC005	1.2.3	Wed, 20 Oct 2021 00:00:00 -0000	SLC39A4	607059	Acrodermatitis enteropathica, zinc-deficiency type	201100	Released	Complete	Complete	Complete	Morbidity and mortality associated with zinc deficiency	GroupA	Zinc supplementation	GroupA	2	3C	3	3C	11CC
AC004	/AC004	Thu Jul 05 00:00:00 UTC 2018	Thu, 16 Apr 2020 17:16:34 -0000	Mittendorf Kathleen	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC004	1.1.2	Thu, 16 Apr 2020 00:00:00 -0000	ALPL	171760	Hypophosphatasia	241500	Released	Complete	Complete	Complete	Rickets/fractures	GroupA	Enzyme Replacement Therapy	GroupA	2	3C	2	0C	7CC
AC004	/AC004	Thu Jul 05 00:00:00 UTC 2018	Thu, 16 Apr 2020 17:16:34 -0000	Mittendorf Kathleen	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC004	1.1.2	Thu, 16 Apr 2020 00:00:00 -0000	ALPL	171760	Hypophosphatasia	241510	Released	Complete	Complete	Complete	Rickets/fractures	GroupA	Enzyme Replacement Therapy	GroupA	2	3C	2	0C	7CC
AC004	/AC004	Thu Jul 05 00:00:00 UTC 2018	Thu, 16 Apr 2020 17:16:34 -0000	Mittendorf Kathleen	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC004	1.1.2	Thu, 16 Apr 2020 00:00:00 -0000	ALPL	171760	Hypophosphatasia	241500	Released	Complete	Complete	Complete	Adverse events (e.g., atypical femoral fractures)	GroupA	Avoid bisphosphonates	GroupA	1	0D	3	0D	4DD
AC004	/AC004	Thu Jul 05 00:00:00 UTC 2018	Thu, 16 Apr 2020 17:16:34 -0000	Mittendorf Kathleen	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC004	1.1.2	Thu, 16 Apr 2020 00:00:00 -0000	ALPL	171760	Hypophosphatasia	241510	Released	Complete	Complete	Complete	Adverse events (e.g., atypical femoral fractures)	GroupA	Avoid bisphosphonates	GroupA	1	0D	3	0D	4DD
AC004	/AC004	Thu Jul 05 00:00:00 UTC 2018	Thu, 16 Apr 2020 17:16:34 -0000	Mittendorf Kathleen	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC004	1.1.2	Thu, 16 Apr 2020 00:00:00 -0000	ALPL	171760	Hypophosphatasia	241500	Released	Complete	Complete	Complete	Respiratory failure that can lead to long-term ventilatory support or death (infantile)	GroupB	Enzyme Replacement Therapy	GroupB	2	3C	2	3C	10CC
AC007	/AC007	Tue Nov 27 00:00:00 UTC 2018	Wed, 17 Nov 2021 23:36:31 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC007	1.2.2	Wed, 17 Nov 2021 00:00:00 -0000	CTNS	606272	Cystinosis	219800	Released	Incomplete	Complete	Complete	End-Stage Renal Disease (ESRD)	GroupA	Oral cysteamine	GroupA	2	3C	2	2B	9CB
AC007	/AC007	Tue Nov 27 00:00:00 UTC 2018	Wed, 17 Nov 2021 23:36:31 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC007	1.2.2	Wed, 17 Nov 2021 00:00:00 -0000	CTNS	606272	Cystinosis	219800	Released	Incomplete	Complete	Complete	Corneal crystals	GroupA	Ophthalmic cysteamine	GroupA	1	3D	2	2B	8DB
AC047	/AC047	Wed Dec 11 00:00:00 UTC 2019	Wed, 05 May 2021 23:40:52 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC047	1.0.1	Wed, 05 May 2021 00:00:00 -0000	GLA	300644	Fabry Disease	301500	Released	Complete	Complete	Complete	Cardiovascular disease (males)	GroupA	Enzyme replacement therapy (ERT) with agalsidase alpha or beta	GroupA	2	3C	2	2A	9CA
AC047	/AC047	Wed Dec 11 00:00:00 UTC 2019	Wed, 05 May 2021 23:40:52 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC047	1.0.1	Wed, 05 May 2021 00:00:00 -0000	GLA	300644	Fabry Disease	301500	Released	Complete	Complete	Complete	Cardiovascular disease (females)	GroupA	Enzyme replacement therapy (ERT) with agalsidase alpha or beta	GroupA	2	2C	2	2A	8CA
AC047	/AC047	Wed Dec 11 00:00:00 UTC 2019	Wed, 05 May 2021 23:40:52 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC047	1.0.1	Wed, 05 May 2021 00:00:00 -0000	GLA	300644	Fabry Disease	301500	Released	Complete	Complete	Complete	Cerebrovascular events (males)	GroupA	Enzyme replacement therapy (ERT) with agalsidase alpha or beta	GroupA	2	2C	2	2A	8CA
AC047	/AC047	Wed Dec 11 00:00:00 UTC 2019	Wed, 05 May 2021 23:40:52 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC047	1.0.1	Wed, 05 May 2021 00:00:00 -0000	GLA	300644	Fabry Disease	301500	Released	Complete	Complete	Complete	Cerebrovascular events (females)	GroupA	Enzyme replacement therapy (ERT) with agalsidase alpha or beta	GroupA	2	2C	2	2A	8CA
AC047	/AC047	Wed Dec 11 00:00:00 UTC 2019	Wed, 05 May 2021 23:40:52 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC047	1.0.1	Wed, 05 May 2021 00:00:00 -0000	GLA	300644	Fabry Disease	301500	Released	Complete	Complete	Complete	End-stage renal disease (males)	GroupA	Enzyme replacement therapy (ERT) with agalsidase alpha or beta	GroupA	2	2C	2	2A	8CA
AC047	/AC047	Wed Dec 11 00:00:00 UTC 2019	Wed, 05 May 2021 23:40:52 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC047	1.0.1	Wed, 05 May 2021 00:00:00 -0000	GLA	300644	Fabry Disease	301500	Released	Complete	Complete	Complete	End-stage renal disease (females)	GroupA	Enzyme replacement therapy (ERT) with agalsidase alpha or beta	GroupA	2	1C	2	2D	7CD
AC009	/AC009	Mon Nov 05 00:00:00 UTC 2018	Sat, 02 May 2020 03:16:20 -0000	Jenkins Charisma	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC009	1.2.1	Fri, 01 May 2020 00:00:00 -0000	PHEX	300550	Hypophosphatemic rickets, X-linked dominant	307800	Released	Complete	Complete	Complete	Morbidity of XLHR (rickets, growth, bone/joint pain)	GroupA	Oral phosphate plus vitamin D analog supplements	GroupA	2	3C	2	2C	9CC
AC009	/AC009	Mon Nov 05 00:00:00 UTC 2018	Sat, 02 May 2020 03:16:20 -0000	Jenkins Charisma	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC009	1.2.1	Fri, 01 May 2020 00:00:00 -0000	PHEX	300550	Hypophosphatemic rickets, X-linked dominant	307800	Released	Complete	Complete	Complete	Rickets	GroupA	Borusumab	GroupA	2	3C	2	2N	9CN
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:11:19 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC134	1.0.3	Wed, 04 Aug 2021 00:00:00 -0000	ACTA2	102620	Familial thoracic aortic aneurysms and dissections (FTAAD)	611788	Released	Complete	Complete	Complete	Clinically significant aortic aneurysm	GroupA	Aortic surveillance	GroupA	3	3C	3	3C	12CC
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:11:19 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC134	1.0.3	Wed, 04 Aug 2021 00:00:00 -0000	FBN1	134797	Familial thoracic aortic aneurysms and dissections (FTAAD)	154700	Released	Complete	Complete	Complete	Clinically significant aortic aneurysm	GroupA	Aortic surveillance	GroupA	3	3C	3	3C	12CC
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:11:19 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC134	1.0.3	Wed, 04 Aug 2021 00:00:00 -0000	LOX	153455	Familial thoracic aortic aneurysms and dissections (FTAAD)	617168	Released	Complete	Complete	Complete	Clinically significant aortic aneurysm	GroupA	Aortic surveillance	GroupA	3	3C	3	3C	12CC
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:11:19 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC134	1.0.3	Wed, 04 Aug 2021 00:00:00 -0000	MYH11	160745	Familial thoracic aortic aneurysms and dissections (FTAAD)	132900	Released	Complete	Complete	Complete	Clinically significant aortic aneurysm	GroupA	Aortic surveillance	GroupA	3	3C	3	3C	12CC
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:11:19 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC134	1.0.3	Wed, 04 Aug 2021 00:00:00 -0000	PRKG1	176894	Familial thoracic aortic aneurysms and dissections (FTAAD)	615436	Released	Complete	Complete	Complete	Clinically significant aortic aneurysm	GroupA	Aortic surveillance	GroupA	3	3C	3	3C	12CC
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:11:19 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC134	1.0.3	Wed, 04 Aug 2021 00:00:00 -0000	SMAD3	603109	Familial thoracic aortic aneurysms and dissections (FTAAD)	613795	Released	Complete	Complete	Complete	Clinically significant aortic aneurysm	GroupA	Aortic surveillance	GroupA	3	3C	3	3C	12CC
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:11:19 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC134	1.0.3	Wed, 04 Aug 2021 00:00:00 -0000	TGFB2	190220	Familial thoracic aortic aneurysms and dissections (FTAAD)	614816	Released	Complete	Complete	Complete	Clinically significant aortic aneurysm	GroupA	Aortic surveillance	GroupA	3	3C	3	3C	12CC
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:11:19 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC134	1.0.3	Wed, 04 Aug 2021 00:00:00 -0000	TGFBR1	190181	Familial thoracic aortic aneurysms and dissections (FTAAD)	609192	Released	Complete	Complete	Complete	Clinically significant aortic aneurysm	GroupA	Aortic surveillance	GroupA	3	3C	3	3C	12CC
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:11:19 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC134	1.0.3	Wed, 04 Aug 2021 00:00:00 -0000	TGFBR2	190182	Familial thoracic aortic aneurysms and dissections (FTAAD)	610168	Released	Complete	Complete	Complete	Clinically significant aortic aneurysm	GroupA	Aortic surveillance	GroupA	3	3C	3	3C	12CC
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:11:19 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC134	1.0.3	Wed, 04 Aug 2021 00:00:00 -0000	ACTA2	102620	Familial thoracic aortic aneurysms and dissections (FTAAD)	611788	Released	Complete	Complete	Complete	Aortic dilation progression	GroupA	Pharmacotherapy	GroupA	3	3C	3	2B	11CB
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:11:19 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC134	1.0.3	Wed, 04 Aug 2021 00:00:00 -0000	FBN1	134797	Familial thoracic aortic aneurysms and dissections (FTAAD)	154700	Released	Complete	Complete	Complete	Aortic dilation progression	GroupA	Pharmacotherapy	GroupA	3	3C	3	2B	11CB
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:11:19 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC134	1.0.3	Wed, 04 Aug 2021 00:00:00 -0000	LOX	153455	Familial thoracic aortic aneurysms and dissections (FTAAD)	617168	Released	Complete	Complete	Complete	Aortic dilation progression	GroupA	Pharmacotherapy	GroupA	3	3C	3	2B	11CB
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:11:19 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC134	1.0.3	Wed, 04 Aug 2021 00:00:00 -0000	MYH11	160745	Familial thoracic aortic aneurysms and dissections (FTAAD)	132900	Released	Complete	Complete	Complete	Aortic dilation progression	GroupA	Pharmacotherapy	GroupA	3	3C	3	2B	11CB
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:11:19 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC134	1.0.3	Wed, 04 Aug 2021 00:00:00 -0000	PRKG1	176894	Familial thoracic aortic aneurysms and dissections (FTAAD)	615436	Released	Complete	Complete	Complete	Aortic dilation progression	GroupA	Pharmacotherapy	GroupA	3	3C	3	2B	11CB
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:11:19 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC134	1.0.3	Wed, 04 Aug 2021 00:00:00 -0000	SMAD3	603109	Familial thoracic aortic aneurysms and dissections (FTAAD)	613795	Released	Complete	Complete	Complete	Aortic dilation progression	GroupA	Pharmacotherapy	GroupA	3	3C	3	2B	11CB
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:11:19 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC134	1.0.3	Wed, 04 Aug 2021 00:00:00 -0000	TGFB2	190220	Familial thoracic aortic aneurysms and dissections (FTAAD)	614816	Released	Complete	Complete	Complete	Aortic dilation progression	GroupA	Pharmacotherapy	GroupA	3	3C	3	2B	11CB
