"MLPH","HGNC:29643","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MLPH&subject=","2016-08-22T17:50:21Z"
"MLYCD","HGNC:7150","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MLYCD&subject=","2016-08-22T17:50:22Z"
"MMAA","HGNC:18871","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MMAA&subject=","2016-08-22T17:56:54Z"
"MMAB","HGNC:19331","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MMAB&subject=","2017-06-30T17:12:15Z"
"MMACHC","HGNC:24525","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MMACHC&subject=","2016-08-22T17:50:23Z"
"MMADHC","HGNC:25221","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MMADHC&subject=","2016-07-21T21:00:45Z"
"MMUT","HGNC:7526","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MMUT&subject=","2016-08-25T21:41:16Z"
"MNX1","HGNC:4979","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MNX1&subject=","2012-10-04T19:05:41Z"
"MOCS2","HGNC:7193","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MOCS2&subject=","2016-08-22T17:50:24Z"
"MOV10","HGNC:7200","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MOV10&subject=","2019-03-12T17:54:50Z"
"MPDZ","HGNC:7208","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MPDZ&subject=","2016-08-22T17:50:25Z"
"MPLKIP","HGNC:16002","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MPLKIP&subject=","2016-08-22T17:50:25Z"
"MSH2","HGNC:7325","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MSH2&subject=","2021-10-13T18:24:26Z"
"MSH3","HGNC:7326","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MSH3&subject=","2020-05-08T22:02:56Z"
"MSH6","HGNC:7329","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MSH6&subject=","2021-10-13T16:40:38Z"
"MSRB3","HGNC:27375","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MSRB3&subject=","2021-08-23T16:01:08Z"
"MSX1","HGNC:7391","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MSX1&subject=","2021-01-12T17:12:44Z"
"MTAP","HGNC:7413","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MTAP&subject=","2013-10-30T14:05:27Z"
"MTFMT","HGNC:29666","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MTFMT&subject=","2016-08-22T17:50:26Z"
"MTHFR","HGNC:7436","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MTHFR&subject=","2016-08-22T17:50:27Z"
"MTM1","HGNC:7448","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MTM1&subject=","2021-01-11T21:11:12Z"
"MTMR2","HGNC:7450","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MTMR2&subject=","2016-08-22T17:50:27Z"
"MTO1","HGNC:19261","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MTO1&subject=","2016-08-22T17:50:28Z"
"MTR","HGNC:7468","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MTR&subject=","2016-08-22T17:50:29Z"
"MTRR","HGNC:7473","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MTRR&subject=","2016-08-22T17:50:30Z"
"MTTP","HGNC:7467","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MTTP&subject=","2016-08-22T17:50:31Z"
"MUTYH","HGNC:7527","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MUTYH&subject=","2015-11-11T17:23:11Z"
"MYBPC3","HGNC:7551","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MYBPC3&subject=","2015-11-12T19:36:53Z"
"MYCN","HGNC:7559","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MYCN&subject=","2017-07-12T21:09:52Z"
"MYH10","HGNC:7568","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MYH10&subject=","2019-01-23T17:36:30Z"
"MYH11","HGNC:7569","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MYH11&subject=","2015-11-12T19:20:35Z"
"MYH7","HGNC:7577","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MYH7&subject=","2015-11-16T02:00:43Z"
"MYL2","HGNC:7583","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MYL2&subject=","2015-11-20T22:18:36Z"
"MYL3","HGNC:7584","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MYL3&subject=","2015-11-18T20:47:37Z"
"MYLK","HGNC:7590","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MYLK&subject=","2016-01-14T20:14:59Z"
"MYO15A","HGNC:7594","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MYO15A&subject=","2016-08-22T17:50:32Z"
"MYO1E","HGNC:7599","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MYO1E&subject=","2016-08-22T17:50:32Z"
"MYO3A","HGNC:7601","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MYO3A&subject=","2018-03-06T21:52:11Z"
"MYO5A","HGNC:7602","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MYO5A&subject=","2016-08-22T17:50:33Z"
"MYO5B","HGNC:7603","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MYO5B&subject=","2015-04-09T03:17:07Z"
"MYT1L","HGNC:7623","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MYT1L&subject=","2017-03-09T19:58:56Z"
"NAA15","HGNC:30782","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NAA15&subject=","2021-04-13T16:31:54Z"
"NAALADL2","HGNC:23219","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NAALADL2&subject=","2016-01-07T17:38:02Z"
"NAT8L","HGNC:26742","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NAT8L&subject=","2016-08-22T17:50:34Z"
"NBAS","HGNC:15625","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NBAS&subject=","2016-08-22T17:50:35Z"
"NBEA","HGNC:7648","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NBEA&subject=","2019-06-26T16:59:21Z"
"NBN","HGNC:7652","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NBN&subject=","2020-08-21T16:53:59Z"
"NCF1","HGNC:7660","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NCF1&subject=","2012-10-10T14:09:03Z"
"NCF2","HGNC:7661","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NCF2&subject=","2016-08-22T17:50:35Z"
"NCF4","HGNC:7662","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NCF4&subject=","2016-08-22T17:50:36Z"
"NCKAP1","HGNC:7666","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NCKAP1&subject=","2017-12-27T18:11:26Z"
"NDE1","HGNC:17619","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NDE1&subject=","2016-04-29T17:08:43Z"
"NDN","HGNC:7675","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NDN&subject=","2012-04-27T03:57:36Z"
"NDP","HGNC:7678","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NDP&subject=","2012-06-14T19:05:29Z"
"NDRG1","HGNC:7679","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NDRG1&subject=","2016-08-22T17:50:37Z"
"NDUFA1","HGNC:7683","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NDUFA1&subject=","2012-07-25T14:34:36Z"
"NDUFA10","HGNC:7684","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NDUFA10&subject=","2016-08-22T17:50:38Z"
"NDUFAF1","HGNC:18828","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NDUFAF1&subject=","2016-08-22T17:50:39Z"
"NDUFAF2","HGNC:28086","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NDUFAF2&subject=","2016-08-22T17:50:40Z"
"NDUFAF5","HGNC:15899","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NDUFAF5&subject=","2016-08-22T17:50:41Z"
"NDUFB3","HGNC:7698","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NDUFB3&subject=","2016-08-22T17:50:41Z"
"NDUFS4","HGNC:7711","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NDUFS4&subject=","2016-08-22T17:50:42Z"
"NDUFS6","HGNC:7713","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NDUFS6&subject=","2016-08-22T17:50:43Z"
"NDUFS7","HGNC:7714","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NDUFS7&subject=","2016-08-22T17:50:44Z"
"NDUFS8","HGNC:7715","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NDUFS8&subject=","2016-08-22T17:50:44Z"
"NDUFV1","HGNC:7716","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NDUFV1&subject=","2012-03-22T18:36:39Z"
"NDUFV2","HGNC:7717","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NDUFV2&subject=","2016-08-22T17:50:45Z"
"NEBL","HGNC:16932","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NEBL&subject=","2011-12-21T15:14:43Z"
"NEDD9","HGNC:7733","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NEDD9&subject=","2019-02-27T17:19:10Z"
"NEFL","HGNC:7739","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NEFL&subject=","2018-09-17T19:20:30Z"
"NEK1","HGNC:7744","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NEK1&subject=","2013-08-01T16:42:40Z"
"NELFA","HGNC:12768","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NELFA&subject=","2012-09-06T16:57:44Z"
"NEXMIF","HGNC:29433","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NEXMIF&subject=","2019-06-26T16:41:14Z"
"NF1","HGNC:7765","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NF1&subject=","2012-07-12T19:10:14Z"
"NF2","HGNC:7773","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NF2&subject=","2020-09-08T17:01:48Z"
"NFIA","HGNC:7784","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NFIA&subject=","2017-01-12T19:28:00Z"
"NGLY1","HGNC:17646","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NGLY1&subject=","2015-02-18T15:59:30Z"
"NHP2","HGNC:14377","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NHP2&subject=","2015-03-04T15:42:36Z"
"NHS","HGNC:7820","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NHS&subject=","2021-04-28T16:21:25Z"
"NIPA1","HGNC:17043","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NIPA1&subject=","2012-04-04T18:51:08Z"
"NIPA2","HGNC:17044","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NIPA2&subject=","2012-04-04T18:51:44Z"
"NIPBL","HGNC:28862","Sufficient Evidence for Haploinsufficiency","Little Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NIPBL&subject=","2020-08-26T16:34:41Z"
"NKX2-5","HGNC:2488","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NKX2-5&subject=","2020-07-22T17:41:24Z"
"NKX3-2","HGNC:951","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NKX3-2&subject=","2016-08-22T17:50:46Z"
"NLGN1","HGNC:14291","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NLGN1&subject=","2016-03-25T17:26:30Z"
"NLGN3","HGNC:14289","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NLGN3&subject=","2012-07-25T14:56:36Z"
"NNAT","HGNC:7860","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NNAT&subject=","2012-04-28T10:58:02Z"
"NODAL","HGNC:7865","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NODAL&subject=","2013-08-08T14:20:40Z"
"NOG","HGNC:7866","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NOG&subject=","2021-01-12T17:18:02Z"
"NOTCH2","HGNC:7882","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NOTCH2&subject=","2014-07-17T20:20:14Z"
"NPC1","HGNC:7897","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NPC1&subject=","2016-08-22T17:50:47Z"
"NPHP1","HGNC:7905","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NPHP1&subject=","2012-10-10T14:05:41Z"
"NPHP4","HGNC:19104","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NPHP4&subject=","2016-08-22T17:50:47Z"
"NPHS1","HGNC:7908","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NPHS1&subject=","2016-08-22T17:50:48Z"
"NPTX2","HGNC:7953","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NPTX2&subject=","2012-10-10T14:09:33Z"
"NR0B1","HGNC:7960","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NR0B1&subject=","2020-05-06T03:21:44Z"
"NR2F1","HGNC:7975","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NR2F1&subject=","2015-03-12T19:17:15Z"
"NR2F2","HGNC:7976","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NR2F2&subject=","2012-07-10T23:27:30Z"
"NR3C2","HGNC:7979","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NR3C2&subject=","2020-04-06T20:05:17Z"
"NR4A2","HGNC:7981","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NR4A2&subject=","2021-05-11T16:50:44Z"
"NR5A1","HGNC:7983","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NR5A1&subject=","2021-02-24T17:34:03Z"
"NRG3","HGNC:7999","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NRG3&subject=","2011-12-21T15:09:37Z"
"NRXN1","HGNC:8008","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NRXN1&subject=","2021-06-08T17:03:21Z"
"NSD1","HGNC:14234","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NSD1&subject=","2020-07-27T19:42:36Z"
"NSDHL","HGNC:13398","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NSDHL&subject=","2019-09-25T16:57:27Z"
"NTAN1","HGNC:29909","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NTAN1&subject=","2018-09-17T19:46:23Z"
"NTHL1","HGNC:8028","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NTHL1&subject=","2020-07-06T16:26:00Z"
"NUDT13","HGNC:18827","Dosage Sensitivity Unlikely","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NUDT13&subject=","2021-02-02T20:25:54Z"
"NXF5","HGNC:8075","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NXF5&subject=","2012-05-17T19:10:37Z"
"NYX","HGNC:8082","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NYX&subject=","2020-01-22T18:40:36Z"
"OAT","HGNC:8091","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=OAT&subject=","2016-08-22T17:50:49Z"
"OBSL1","HGNC:29092","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=OBSL1&subject=","2016-08-22T17:50:50Z"
"OCA2","HGNC:8101","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=OCA2&subject=","2012-04-28T11:08:55Z"
"OCLN","HGNC:8104","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=OCLN&subject=","2016-08-22T17:50:51Z"
"OCRL","HGNC:8108","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=OCRL&subject=","2021-01-12T17:42:36Z"
"OFD1","HGNC:2567","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=OFD1&subject=","2021-04-13T16:19:27Z"
"OPHN1","HGNC:8148","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=OPHN1&subject=","2012-07-27T19:59:44Z"
"OR5AU1","HGNC:15362","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=OR5AU1&subject=","2015-03-11T14:53:25Z"
"ORC4","HGNC:8490","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ORC4&subject=","2015-11-06T04:38:54Z"
"ORC6","HGNC:17151","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ORC6&subject=","2016-08-22T17:50:52Z"
"OSBPL5","HGNC:16392","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=OSBPL5&subject=","2012-09-06T18:47:15Z"
"OSTM1","HGNC:21652","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=OSTM1&subject=","2016-08-22T17:50:52Z"
"OTC","HGNC:8512","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=OTC&subject=","2012-06-28T19:15:09Z"
"OTOA","HGNC:16378","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=OTOA&subject=","2016-08-22T17:50:53Z"
"OTOF","HGNC:8515","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=OTOF&subject=","2016-08-22T17:50:54Z"
"OTOGL","HGNC:26901","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=OTOGL&subject=","2016-08-22T17:50:54Z"
"OTUD7A","HGNC:20718","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=OTUD7A&subject=","2018-04-27T23:05:24Z"
"OTX2","HGNC:8522","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=OTX2&subject=","2020-09-08T16:12:58Z"
"OXCT1","HGNC:8527","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=OXCT1&subject=","2016-08-22T17:50:55Z"
"P3H1","HGNC:19316","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=P3H1&subject=","2015-03-12T03:36:34Z"
"PAFAH1B1","HGNC:8574","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PAFAH1B1&subject=","2020-10-13T16:14:55Z"
"PAH","HGNC:8582","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PAH&subject=","2014-08-28T19:21:24Z"
"PAK2","HGNC:8591","Little Evidence for Haploinsufficiency","Little Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PAK2&subject=","2011-12-27T19:25:56Z"
"PAK3","HGNC:8592","Emerging Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PAK3&subject=","2019-12-09T16:09:34Z"
"PARK7","HGNC:16369","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PARK7&subject=","2016-08-22T17:50:56Z"
